Unnamed: 0,project_id,project_name,revision,industry_segment,system_category,quote_date,start_date,dataset_role,include_in_training,stations_count,robot_count,fixture_sets,part_types,servo_axes,pneumatic_devices,safety_doors,weldment_perimeter_ft,fence_length_ft,conveyor_length_ft,product_familiarity_score,product_rigidity,is_product_deformable,is_bulk_product,bulk_rigidity_score,has_tricky_packaging,process_uncertainty_score,changeover_time_min,safety_devices_count,custom_pct,duplicate,has_controls,has_robotics,automation_level,Retrofit,complexity_score_1_5,drawing_count_est,manual_count,validation_reports_count,commissioning_hours,training_hours,support_weeks,plc_family,hmi_family,hmi_size_in,vision_systems_count,vision_type,safety_plc_flag,panel_count,drive_count,i_o_points_est,stations_robot_index,mech_complexity_index,controls_complexity_index,physical_scale_index,log_quoted_materials_cost,total_me_quoted_hours,total_me_original_estimate_hours,total_me_actual_hours,quoted_me10_hours,me10_original_estimate_hours,me10_actual_hours,me10_overrun_pct,quoted_me15_hours,me15_original_estimate_hours,me15_actual_hours,me15_overrun_pct,quoted_ee20_hours,ee20_original_estimate_hours,ee20_actual_hours,ee20_overrun_pct,quoted_pm200_hours,pm200_original_estimate_hours,pm200_actual_hours,pm200_overrun_pct,quoted_doc190_hours,doc190_original_estimate_hours,doc190_actual_hours,doc190_overrun_pct,quoted_bld100_hours,bld100_original_estimate_hours,bld100_actual_hours,bld100_overrun_pct,quoted_shp150_hours,shp150_original_estimate_hours,shp150_actual_hours,shp150_overrun_pct,quoted_rb30_hours,rb30_original_estimate_hours,rb30_actual_hours,rb30_overrun_pct,quoted_cp50_hours,cp50_original_estimate_hours,cp50_actual_hours,cp50_overrun_pct,quoted_me230_hours,me230_original_estimate_hours,me230_actual_hours,me230_overrun_pct,quoted_inst160_hours,inst160_original_estimate_hours,inst160_actual_hours,inst160_overrun_pct,quoted_trv180_hours,trv180_original_estimate_hours,trv180_actual_hours,trv180_overrun_pct,quoted_materials_cost
27,434-25-01,Nestle Deburring Cell,C,Consumer Goods (Pet Products),Machine Tending,2025-11-03T00:00:00.000,2026-01-13T00:00:00.000,actuals,yes,4,1,2,1,1,6,0,59.938738,142.344509,23.189617,0.321,0.969,0,0,0.0,0,0.83,0,5,0.905879,0,1,1,Robotic,0,4,175,8,3,149,8,2.0,AB Compact Logix,AB PanelView Plus,15.0,0,,1,1,3,319,7,8,2.8118,107.28,13.959052,797.76,775.16,1513.68,476.08,473.1,1067.55,1.2565,110.81,96.45,160.68,0.665941,271.23,286.79,672.03,1.343283,290.92,295.17,379.62,0.286106,98.74,125.41,234.02,0.866039,705.73,751.65,1523.63,1.027047,116.15,127.96,347.63,1.716708,291.91,279.74,410.27,0.466612,189.1,207.34,647.62,2.123469,269.52,216.2,413.86,0.914246,485.35,435,564.5,0.297373,58.22,59.02,99.97,0.693833,1154350
28,492-22-03,Ford Vision Inspection,F,Automotive,End of Line Automation,2022-10-28T00:00:00.000,2023-03-13T00:00:00.000,actuals,yes,2,0,2,1,2,2,0,0.0,21.363603,0.0,0.359,0.751,0,0,0.0,0,0.665,0,4,0.478516,0,1,1,Robotic,0,2,29,18,3,188,60,1.0,,,,1,Keyence VS-L500CX,1,6,1,95,2,5,4.7158,6.4091,11.984722,530.7,545.19,481.19,350.48,375.25,886.46,1.362318,52.9,58.65,100.78,0.718329,191.55,179.53,538.99,2.002228,178.92,231.59,182.53,-0.21184,48.87,39.18,49.85,0.272333,388.34,405.89,987.08,1.43189,57.47,68.59,153.03,1.231083,382.39,313.08,612.46,0.956241,0.0,0.0,0.0,,101.5,98.36,129.29,0.314457,162.0,202,178.33,-0.115821,72.27,65.01,135.51,1.084449,160290
29,443-25-01,Sherwin-Williams Baffle Roller,C,Aerospace / Precision Machining,Machine Tending,2025-12-09T00:00:00.000,2026-01-13T00:00:00.000,actuals,yes,6,1,3,1,0,10,3,0.0,13.746879,49.217413,0.498,0.845,0,0,0.0,0,0.795,15,3,0.712097,0,1,1,Robotic,0,4,261,8,3,246,20,1.0,AB GuardLogix,AB OPTIXPANEL,12.0,1,Cognex 3D,0,5,3,180,9,14,5.1267,13.9675,12.666251,717.85,762.8,1571.75,359.21,323.47,650.02,1.009522,106.95,96.47,278.36,1.885457,180.41,146.57,467.48,2.189466,234.18,203.54,362.85,0.782696,109.11,113.19,244.51,1.160173,390.64,458.98,888.87,0.93662,57.78,54.12,73.54,0.358832,533.21,479.78,1373.88,1.863562,226.29,229.5,597.46,1.603312,263.45,234.77,548.84,1.337777,341.5,301,580.96,0.932282,81.89,99.14,192.25,0.939177,316870
30,430-24-01,PPG Laser Marking,B,Automotive,Engineered Manufacturing Systems,2024-02-19T00:00:00.000,2024-06-23T00:00:00.000,actuals,yes,7,1,2,7,1,5,1,0.0,0.0,0.0,0.935,0.907,0,1,0.607,0,0.765,0,3,0.535228,0,1,1,Robotic,0,5,231,15,2,309,72,1.0,AB Compact Logix,Omron NA5,10.0,0,,0,1,4,152,10,18,3.9061,0.0,13.519767,729.55,744.9,1523.62,352.58,360.11,893.37,1.480825,99.34,86.18,220.33,1.556626,192.45,179.96,165.87,-0.078295,330.82,337.05,702.31,1.083697,91.52,110.66,182.01,0.644768,574.96,524.49,1066.47,1.033347,82.46,94.84,173.51,0.829502,300.71,264.97,210.47,-0.205684,192.41,184.72,419.33,1.270084,102.49,126.98,420.03,2.307844,386.16,413,1573.7,2.809766,65.26,77.19,182.49,1.364166,743980
31,454-24-02,Mars Petcare Full Line Automation,D,Pharmaceutical / Medical Device,Engineered Manufacturing Systems,2024-06-28T00:00:00.000,2024-08-11T00:00:00.000,actuals,yes,10,1,6,6,0,9,5,0.0,0.0,15.297582,0.275,0.795,0,0,0.0,0,0.807,0,2,0.073882,1,1,1,Robotic,0,5,295,8,2,491,8,1.0,AB Compact Logix,Keyence,10.0,0,,1,5,5,193,13,28,5.1618,3.0595,13.572445,1043.37,1056.09,1331.88,511.56,575.32,1112.31,0.933376,138.51,131.88,358.44,1.717925,347.34,360.34,223.72,-0.379142,523.16,606.42,448.47,-0.260463,136.65,155.0,279.76,0.804903,704.31,693.6,677.24,-0.023587,122.57,112.14,148.91,0.327894,763.31,920.72,1641.34,0.78267,443.21,548.81,1010.72,0.841657,154.72,181.28,235.48,0.298985,303.1,342,320.93,-0.062294,63.9,64.34,59.85,-0.069786,784220
32,441-25-02,Illinois Tool Works Full Line Automation,H,Consumer Goods (Industrial Markers),End of Line Automation,2025-07-14T00:00:00.000,2025-10-05T00:00:00.000,actuals,yes,7,2,0,2,2,8,1,0.0,127.503885,0.0,0.544,0.515,0,0,0.0,0,0.783,15,2,0.498829,0,1,1,Robotic,0,4,301,15,2,200,60,3.0,,,,0,,1,5,2,298,13,12,4.1051,38.2512,13.142639,884.79,948.63,1991.99,471.49,434.29,1002.08,1.307398,141.88,181.67,409.96,1.256619,172.93,192.62,492.45,1.556588,433.17,528.6,1246.65,1.3584,77.81,63.84,113.0,0.77005,1194.09,1434.9,2229.21,0.553565,107.51,107.54,196.55,0.827692,580.13,480.89,911.21,0.894841,218.14,211.85,296.89,0.401416,349.34,334.62,560.56,0.675214,261.66,247,346.65,0.402476,99.14,105.31,249.1,1.365397,510240
33,420-22-01,Raytheon End-of-Line Packaging,E,Automotive,Machine Tending,2022-01-11T00:00:00.000,2022-02-15T00:00:00.000,actuals,yes,3,2,3,1,1,5,2,0.0,0.0,0.0,0.876,0.505,1,0,0.0,0,0.432,30,2,0.431385,0,1,1,Robotic,0,4,237,18,2,244,60,0.5,AB Compact Logix,AB YW0,12.0,0,,1,6,2,176,9,11,4.2533,0.0,13.808609,844.53,914.74,1642.71,499.47,577.8,1729.12,1.992593,92.13,94.23,175.37,0.861085,339.12,308.07,683.99,1.220242,416.43,459.9,905.92,0.96982,106.68,124.26,190.22,0.530822,1193.59,1458.81,2366.92,0.622501,80.21,91.82,179.89,0.959159,859.64,832.3,845.37,0.015703,368.32,321.04,629.47,0.960721,215.39,198.5,404.35,1.037028,401.65,383,865.97,1.260428,101.57,97.55,169.58,0.738391,993120
34,485-23-01,Stellantis Machine Tending,D,Electronics / Semiconductor,Engineered Manufacturing Systems,2023-01-03T00:00:00.000,2023-05-19T00:00:00.000,actuals,yes,13,1,3,2,0,15,1,0.0,0.0,0.0,0.773,0.82,0,0,0.0,0,0.868,0,5,0.964776,0,1,1,Robotic,0,5,357,9,2,458,40,2.0,Keyence,AB OPTIXPANEL,12.0,0,,0,1,3,298,16,20,3.2967,0.0,13.950229,579.95,640.85,1501.75,345.35,291.73,818.18,1.80458,63.1,63.48,159.23,1.508349,210.9,221.35,201.61,-0.08918,174.83,145.1,395.21,1.723708,86.12,73.56,122.17,0.660821,510.29,485.08,1452.01,1.993341,74.03,83.23,173.53,1.084945,557.85,647.58,1645.69,1.541292,297.19,366.62,1154.83,2.149937,180.87,149.43,264.43,0.769591,248.22,285,623.88,1.18959,40.03,46.04,131.09,1.847307,1144210
35,477-25-01,Whirlpool Baffle Roller,G,Food & Beverage,Machine Tending,2025-04-27T00:00:00.000,2025-08-15T00:00:00.000,actuals,yes,3,1,1,1,0,10,4,0.0,0.0,0.0,0.31,0.572,1,0,0.0,0,0.948,20,4,0.572324,0,1,1,Robotic,0,3,144,18,2,230,8,0.0,AB Compact Logix,AB YW0,12.0,1,Keyence CV-X,1,1,2,177,6,10,3.1032,0.0,13.091224,284.92,294.78,609.93,181.16,214.65,423.32,0.972141,45.74,52.58,132.78,1.525295,100.91,116.88,254.51,1.177533,144.26,139.71,339.57,1.430535,38.01,33.46,60.9,0.820084,302.2,287.91,908.78,2.156473,20.26,25.9,39.74,0.534363,272.41,308.75,761.39,1.46604,157.05,128.01,346.98,1.710569,54.41,54.35,107.08,0.970193,80.19,78,82.52,0.062854,23.87,30.07,38.33,0.274692,484670
36,499-24-01,3M Full Line Automation,D,Food & Beverage,Engineered Manufacturing Systems,2024-02-13T00:00:00.000,2024-04-06T00:00:00.000,actuals,yes,11,0,0,1,1,10,2,0.0,0.0,0.0,0.556,0.939,0,0,0.0,0,0.554,20,2,0.731968,0,1,1,Robotic,1,5,292,18,2,339,20,0.0,Omron NX1P,Siemens Comfort,12.0,0,,1,1,4,261,11,14,2.868,0.0,13.419308,785.67,731.26,1174.23,478.96,511.09,371.09,-0.273924,126.73,129.16,322.17,1.494348,265.81,283.51,461.94,0.629361,321.97,375.36,961.61,1.561834,111.67,115.18,346.0,2.003994,953.49,1073.39,2474.59,1.305397,85.82,78.15,120.56,0.542674,865.57,972.02,2515.76,1.588177,283.42,235.47,412.72,0.75275,245.75,283.05,715.7,1.528529,400.31,406,639.97,0.577758,51.9,44.3,61.21,0.381716,672870
37,445-24-01,3M Palletizer,D,Consumer Goods (Pet Products),Machine Tending,2024-07-21T00:00:00.000,2024-08-07T00:00:00.000,actuals,yes,5,1,3,3,1,7,3,49.645893,0.0,0.0,0.847,0.766,0,0,0.0,0,0.107,0,2,0.842052,0,1,1,Semi-Automatic,0,4,137,8,2,215,8,2.0,AB Compact Logix,AB PanelView Plus,12.0,0,,1,6,3,178,8,15,5.0358,49.6459,13.070987,672.08,672.45,1335.06,337.62,298.67,627.02,1.099374,80.62,65.62,153.46,1.338616,226.29,200.22,402.94,1.012486,330.7,410.14,1168.53,1.8491,69.75,63.61,72.32,0.136928,879.19,723.46,1569.7,1.169712,74.75,94.89,208.82,1.200653,533.14,657.99,902.27,0.371252,410.03,460.73,1166.91,1.532742,200.09,204.14,378.05,0.851915,211.49,216,319.87,0.480468,58.13,63.55,110.01,0.731078,474960
38,478-24-03,Purina Assembly Cell,C,General Industry,Machine Tending,2024-08-21T00:00:00.000,2024-10-14T00:00:00.000,actuals,yes,3,1,2,3,0,2,3,0.0,109.351329,0.0,0.875,0.575,0,0,0.0,0,0.558,20,3,0.774176,1,0,1,Robotic,0,2,94,9,2,365,20,1.0,,,,0,,1,1,3,176,6,12,2.7093,32.8054,12.428362,640.16,666.49,822.28,302.43,266.61,665.51,1.496193,103.13,128.29,192.03,0.496843,181.91,171.61,336.46,0.960608,216.17,236.65,217.1,-0.082611,77.65,93.53,178.92,0.912969,946.51,1076.21,1141.6,0.06076,61.8,51.8,99.25,0.916023,586.54,516.49,618.29,0.1971,0.0,0.0,0.0,,99.84,123.31,147.58,0.196821,244.68,216,500.68,1.320326,38.94,42.42,59.95,0.413248,249790
39,430-24-03,Abbott Assembly Cell,B,Pharmaceutical / Medical Device,Machine Tending,2024-07-12T00:00:00.000,2024-12-13T00:00:00.000,actuals,yes,5,1,5,1,0,11,0,0.0,106.937219,0.0,0.929,0.858,0,0,0.0,0,0.173,0,2,0.324355,0,1,1,Robotic,1,3,139,8,2,188,72,0.0,AB GuardLogix,AB PanelView Plus,12.0,0,,1,2,3,199,8,12,3.0484,32.0812,13.23322,737.64,758.01,804.95,463.59,424.53,311.11,-0.267166,84.99,77.76,35.31,-0.54591,146.71,151.65,338.61,1.232839,324.64,394.89,814.42,1.062397,71.68,67.33,100.35,0.49042,1100.94,992.22,1857.24,0.871803,49.35,52.08,51.21,-0.016705,708.8,639.04,950.23,0.486965,220.72,198.26,206.59,0.042016,122.43,157.56,179.37,0.138423,373.44,403,851.96,1.112001,52.46,64.33,81.37,0.264884,558620
40,458-25-01,Whirlpool Kitting Cell,C,Heavy Equipment / Powertrain,End of Line Automation,2025-05-20T00:00:00.000,2025-08-01T00:00:00.000,actuals,yes,2,0,0,10,2,8,1,0.0,107.741506,71.307714,0.604,0.92,0,0,0.0,0,0.327,0,4,0.22571,1,1,1,Robotic,0,3,171,9,2,227,8,1.0,AB Compact Logix,AB PanelView Plus,12.0,0,,1,1,4,216,2,13,2.6665,46.584,13.485527,540.59,529.77,638.13,348.05,300.53,335.74,0.11716,80.08,94.39,115.74,0.226189,119.66,97.24,110.29,0.134204,242.82,305.15,402.22,0.318106,77.82,80.01,130.69,0.633421,527.71,474.96,866.99,0.825396,33.2,40.95,36.2,-0.115995,602.85,578.12,905.53,0.566336,266.51,292.33,390.44,0.335614,224.18,271.55,108.73,-0.599595,337.84,319,365.76,0.148203,58.7,72.55,112.98,0.557271,718940
41,448-23-01,Eaton Retrofit RZ150,B,Automotive,Machine Tending,2023-09-12T00:00:00.000,2024-01-18T00:00:00.000,actuals,yes,3,2,0,10,1,16,1,29.092281,0.0,0.0,0.882,0.896,0,0,0.0,0,0.762,0,4,0.81102,0,1,1,Robotic,0,5,269,9,3,255,0,1.5,,,,2,Keyence Laser,1,2,2,175,9,16,4.2549,29.0923,13.608234,811.95,818.75,2009.86,482.13,530.97,1381.15,1.601183,115.62,97.84,150.41,0.537306,335.25,274.26,687.07,1.505178,413.61,371.76,1067.7,1.872014,96.66,99.76,279.88,1.805533,566.63,716.68,2242.06,2.128398,85.67,84.78,147.63,0.741331,625.86,729.2,1813.58,1.487082,223.85,274.23,497.55,0.814353,306.17,383.36,965.93,1.519642,478.7,482,1062.29,1.205111,67.64,77.87,234.48,2.011172,812790
42,501-23-03,Weldon Baffle Roller,D,General Industry,Engineered Manufacturing Systems,2023-05-23T00:00:00.000,2023-06-01T00:00:00.000,actuals,yes,7,4,2,1,3,4,2,0.0,39.95073,0.0,0.676,0.726,0,0,0.0,1,0.345,0,4,0.485412,0,1,1,Robotic,0,5,324,8,2,211,8,0.5,AB Compact Logix,Siemens Comfort,15.0,0,,1,1,4,340,19,16,3.2158,11.9852,14.075453,1133.05,1205.96,1464.67,628.98,767.27,1786.05,1.327799,145.55,165.67,104.26,-0.370677,413.07,350.86,868.72,1.475973,528.92,652.13,1026.3,0.573766,113.85,120.32,173.48,0.441822,794.66,857.94,1249.4,0.456279,108.51,113.0,279.36,1.472212,877.5,1069.3,1580.64,0.478201,710.33,734.65,1212.71,0.650732,241.04,312.7,572.7,0.831468,343.43,328,521.04,0.590088,135.51,148.56,155.32,0.045504,1296860
43,475-23-02,Parker Hannifin Assembly Cell,D,Precision Machining,Engineered Manufacturing Systems,2023-06-01T00:00:00.000,2023-08-30T00:00:00.000,actuals,yes,1,0,2,1,3,14,3,0.0,0.0,0.0,0.52,0.965,0,1,0.885,0,0.415,240,6,0.921823,0,1,1,Robotic,0,3,52,18,2,133,40,0.0,AB Compact Logix,AB PanelView Plus,15.0,0,,1,5,8,136,1,7,3.8045,0.0,12.550409,660.17,588.37,936.05,411.92,379.84,997.89,1.627132,84.76,81.05,66.36,-0.181246,172.75,204.89,640.42,2.125677,281.92,322.59,577.19,0.789237,64.57,52.93,75.45,0.425468,454.99,571.15,974.35,0.705944,79.07,96.11,224.22,1.332952,568.45,700.01,1913.77,1.733918,377.48,376.51,719.33,0.91052,145.43,125.87,328.64,1.610948,391.71,429,641.02,0.494393,65.67,56.35,95.6,0.696539,282210
44,421-23-03,Whirlpool Baffle Roller,C,Food & Beverage,Engineered Manufacturing Systems,2023-12-09T00:00:00.000,2024-03-23T00:00:00.000,actuals,yes,11,0,2,1,2,6,2,0.0,67.778016,138.533539,0.787,0.814,0,1,0.604,0,0.584,20,2,0.27233,0,1,0,Semi-Automatic,0,4,224,18,2,408,72,1.5,AB Compact Logix,AB YW0,15.0,1,Cognex 2D,0,5,3,232,11,16,4.0957,48.0401,14.14434,913.32,968.84,1114.4,514.75,560.04,658.26,0.17538,120.19,131.07,267.71,1.042496,292.06,303.69,387.47,0.275873,382.38,310.89,701.47,1.256329,123.85,119.88,289.92,1.418418,787.05,841.95,769.16,-0.086454,118.29,98.44,143.86,0.461398,533.34,465.51,925.6,0.988357,374.41,450.6,1009.91,1.241256,160.67,194.3,337.34,0.736181,381.84,327,316.29,-0.033875,101.82,98.38,214.28,1.178085,1389340
45,519-24-02,Textron Retrofit A,B,Automotive,Machine Tending,2024-09-20T00:00:00.000,2025-02-20T00:00:00.000,actuals,yes,4,0,8,6,1,0,1,0.0,72.893308,0.0,0.827,0.735,0,0,0.0,1,0.428,0,2,0.05,0,1,0,Hard Automation,0,3,169,8,2,241,72,1.0,,,,1,Keyence IV3,1,5,8,136,4,19,4.7515,21.868,12.249844,679.49,698.57,1207.14,413.02,529.14,51.88,-0.901954,109.93,135.22,234.4,0.733471,151.38,171.77,241.34,0.405018,297.29,312.79,187.69,-0.399949,88.36,84.28,164.31,0.949573,830.43,771.81,1177.93,0.526192,79.93,66.62,125.98,0.891024,351.56,312.39,672.7,1.153398,0.0,0.0,0.0,,208.94,251.51,248.12,-0.013479,286.97,240,414.83,0.731922,68.22,82.75,96.7,0.16858,208950
46,432-22-02,Purina Assembly Cell,D,Automotive,End of Line Automation,2022-08-15T00:00:00.000,2022-09-08T00:00:00.000,actuals,yes,6,0,1,19,1,2,0,0.0,26.725971,0.0,0.571,0.741,0,0,0.0,0,0.692,0,3,0.41171,0,1,1,Robotic,0,4,157,18,2,425,0,3.0,,,,2,Keyence CV-X,1,1,3,211,6,26,3.9567,8.0178,13.217628,461.47,435.87,1074.98,194.23,233.72,427.89,0.83078,63.46,65.14,137.57,1.111913,115.37,115.62,254.42,1.200484,125.15,100.51,168.35,0.674958,70.56,60.31,155.68,1.58133,273.03,316.17,702.0,1.220325,52.42,45.22,82.55,0.82552,287.38,272.06,320.65,0.1786,0.0,0.0,0.0,,67.6,63.38,121.72,0.92048,182.99,218,438.48,1.012207,48.34,56.96,104.63,0.836903,549970
47,420-24-02,John Deere Kitting Cell,H,Aerospace / Precision Machining,Machine Tending,2024-05-18T00:00:00.000,2024-11-04T00:00:00.000,actuals,yes,2,2,3,2,1,2,2,0.0,0.0,0.0,0.798,0.869,0,0,0.0,0,0.549,240,2,0.949428,0,1,1,Robotic,0,3,185,18,2,239,60,1.0,,,,0,,1,5,2,216,8,11,3.8183,0.0,12.26465,691.09,663.95,1059.92,454.82,519.26,1587.88,2.057967,82.49,81.71,150.97,0.847632,270.95,300.96,548.59,0.8228,345.5,361.16,822.79,1.278187,64.29,60.11,102.33,0.702379,709.07,908.96,1304.41,0.435058,87.23,104.91,174.77,0.665904,415.15,488.97,1126.97,1.304784,433.2,512.91,1096.82,1.138426,156.97,157.86,206.51,0.308184,387.86,416,660.59,0.587232,79.09,75.15,158.79,1.112974,212070
48,431-23-02,Boston Scientific Palletizer,D,Pharmaceutical / Medical Device,Engineered Manufacturing Systems,2023-12-15T00:00:00.000,2024-05-03T00:00:00.000,actuals,yes,11,1,0,1,0,3,4,0.0,26.125284,0.0,0.826,0.546,0,0,0.0,0,0.487,0,2,0.861385,0,0,1,Robotic,1,4,278,15,2,351,40,0.0,AB Compact Logix,AB PanelView Plus,12.0,1,Keyence VS-L500CX,1,5,2,184,14,17,4.774,7.8376,12.658428,641.58,620.38,919.29,423.52,457.44,928.12,1.028944,73.08,74.18,175.65,1.367889,238.35,200.27,267.12,0.333799,204.16,193.3,394.85,1.04268,60.79,49.82,54.01,0.084103,738.42,623.23,1022.91,0.641304,82.47,104.64,206.62,0.97458,448.52,463.29,1162.53,1.509292,0.0,0.0,0.0,,233.06,255.52,671.41,1.627622,398.23,347,838.22,1.416386,79.14,63.77,104.01,0.631018,314400
49,460-25-01,Harley-Davidson Kitting Cell,B,Pharmaceutical / Medical Device,Engineered Manufacturing Systems,2025-02-01T00:00:00.000,2025-07-07T00:00:00.000,actuals,yes,10,2,7,2,1,11,2,0.0,4.077496,0.0,0.285,0.708,0,1,0.75,0,0.357,0,2,0.725191,0,0,1,Robotic,0,4,287,8,2,334,72,0.0,AB Compact Logix,AB PanelView Plus,12.0,1,Keyence MD-X2000,1,1,4,259,16,23,3.139,1.2232,14.099012,992.84,974.78,2180.31,660.11,555.05,1492.37,1.688713,123.66,133.55,306.78,1.297117,431.9,358.82,893.47,1.490023,384.74,316.69,505.86,0.597335,122.57,157.49,251.77,0.598641,545.11,449.75,812.75,0.807115,121.17,113.69,181.19,0.59372,422.8,344.44,534.16,0.550807,284.1,306.57,778.56,1.539583,151.38,169.62,187.79,0.107122,439.49,379,593.82,0.567759,63.54,60.29,54.3,-0.099353,1327770
50,503-22-02,Eaton Depalletizing System,D,Consumer Goods (Pet Products),Machine Tending,2022-12-01T00:00:00.000,2022-12-09T00:00:00.000,actuals,yes,4,0,11,1,2,10,1,0.0,9.03389,0.0,0.722,0.789,0,0,0.0,0,0.332,0,6,0.963175,0,1,1,Robotic,0,3,101,15,2,10,0,0.0,Siemens S7-1500,AB OPTIXPANEL,12.0,1,Matrox GTR5000,1,2,1,169,4,17,3.295,2.7102,12.492019,370.38,321.94,553.74,155.19,155.6,165.13,0.061247,41.4,45.37,108.75,1.396958,107.63,111.8,211.33,0.89025,168.71,182.76,351.15,0.921372,50.42,44.24,103.02,1.328662,376.53,402.04,688.71,0.713039,31.07,39.04,76.1,0.949283,237.31,232.73,313.75,0.348129,96.03,100.03,212.52,1.124563,115.66,110.16,145.34,0.319354,148.99,140,193.02,0.379601,28.47,36.48,77.97,1.137336,266200
51,436-23-01,Tyson Foods Assembly Cell,D,Food & Beverage,Machine Tending,2023-03-02T00:00:00.000,2023-07-06T00:00:00.000,actuals,yes,7,1,8,5,0,5,2,23.332281,24.151847,0.0,0.792,0.931,0,0,0.0,0,0.443,0,2,0.069609,1,1,1,Robotic,1,3,176,8,2,427,72,0.0,AB GuardLogix,Keyence,15.0,0,,1,2,2,242,10,23,2.4181,30.5778,12.086637,716.0,610.53,760.96,300.13,325.29,726.65,1.233853,115.38,114.36,141.94,0.241168,168.4,190.64,287.1,0.50598,203.0,232.64,375.92,0.615887,93.43,104.77,199.98,0.908753,1002.69,898.69,1746.37,0.94324,37.5,30.63,37.5,0.22429,535.56,475.09,1131.08,1.38077,278.3,222.64,429.96,0.931189,127.87,159.46,141.85,-0.110435,348.87,297,366.44,0.235219,64.02,71.21,89.09,0.251088,177480
52,442-23-02,Textron OP20 Cell,C,Automotive,Metal Finishing,2023-08-22T00:00:00.000,2023-11-27T00:00:00.000,actuals,yes,2,1,6,1,1,9,1,0.0,63.017823,66.917359,0.509,0.863,0,0,0.0,0,0.828,30,3,0.752367,0,1,1,Robotic,1,4,162,15,3,163,20,2.0,,,,1,Keyence VS-L500CX,1,5,4,258,5,11,5.4151,32.2888,14.444537,679.18,736.75,1195.88,333.53,418.62,716.7,0.712054,93.16,112.28,209.14,0.862665,144.65,178.44,434.9,1.437234,305.03,269.3,607.08,1.254289,58.1,68.55,91.05,0.328228,605.38,715.91,1471.85,1.055915,91.06,78.24,214.15,1.737091,329.8,413.08,851.82,1.062119,227.11,235.56,388.2,0.647988,121.42,105.05,205.52,0.956402,408.76,454,983.25,1.165224,72.17,79.97,192.11,1.402276,1875780
53,517-25-01,BorgWarner CNC Tending,E,Food & Beverage,End of Line Automation,2025-10-05T00:00:00.000,2025-11-19T00:00:00.000,actuals,yes,4,2,0,4,0,5,1,0.0,0.0,0.0,0.709,0.871,0,0,0.0,0,0.845,20,4,0.666525,0,1,1,Robotic,0,4,193,9,2,118,0,1.0,AB Compact Logix,AB PanelView Plus,10.0,0,,0,5,2,145,10,11,3.7397,0.0,12.47518,535.57,487.76,913.6,319.08,257.75,420.86,0.632823,73.39,64.35,149.51,1.323388,142.87,150.85,350.96,1.32655,277.07,224.77,394.03,0.753036,69.4,89.08,187.12,1.100584,426.69,378.3,849.97,1.246815,29.33,38.0,57.98,0.525789,281.86,261.35,777.8,1.976086,0.0,0.0,0.0,,90.61,82.17,197.57,1.404406,261.56,294,728.76,1.478438,36.56,34.22,90.26,1.637639,261760
54,456-22-02,Siemens Plant Full Line Automation,D,Food & Beverage,End of Line Automation,2022-10-19T00:00:00.000,2023-03-02T00:00:00.000,actuals,yes,1,0,3,2,0,24,0,0.0,0.0,0.0,0.462,0.823,0,1,0.853,0,0.373,15,1,0.791933,0,1,1,Robotic,0,2,96,15,3,35,72,3.5,AB Compact Logix,AB PanelView Plus,15.0,0,,1,1,3,188,1,6,1.9307,0.0,12.81328,438.91,406.47,775.78,298.0,280.76,443.75,0.580531,51.04,57.45,165.3,1.877285,145.06,121.82,336.47,1.762026,188.08,160.74,206.08,0.28207,49.46,58.24,133.93,1.299622,634.56,566.71,1268.62,1.23857,26.93,32.03,34.94,0.090852,396.82,479.94,672.88,0.402009,156.79,190.32,409.15,1.1498,110.96,130.44,211.44,0.620975,241.48,287,471.45,0.640397,45.08,48.12,41.09,-0.146093,367060
55,424-25-01,Purina CNC Tending,,Automotive,Engineered Manufacturing Systems,2025-10-05T00:00:00.000,2026-01-14T00:00:00.000,actuals,yes,8,0,2,4,0,10,3,36.324421,0.0,0.0,0.456,0.884,0,1,0.504,0,0.668,15,1,0.572091,0,1,0,Semi-Automatic,0,4,163,8,3,390,40,0.0,Omron NX1P,AB PanelView Plus,15.0,0,,1,5,3,196,8,17,3.1819,36.3244,14.087324,636.89,685.45,2184.33,288.59,331.67,633.24,0.909247,80.24,76.0,124.7,0.640789,218.22,282.99,511.91,0.808933,291.19,340.87,409.49,0.201308,72.62,90.33,191.47,1.119672,367.77,300.02,716.05,1.386674,54.03,45.15,85.71,0.898339,535.29,476.6,597.95,0.254616,0.0,0.0,0.0,,198.66,231.27,316.9,0.37026,389.27,326,915.42,1.811573,81.84,68.93,104.98,0.522994,1312340
